Library,Anchor,R2
Axitinib,Trametinib,0.25389608977430767
SCH772984,Afatinib,0.2536712521533945
OSI-027,Crizotinib,0.25309108174138484
Lapatinib,Sorafenib,0.25278341583482655
Uprosertib,Palbociclib,0.2527143139868061
Olaparib,Navitoclax,0.252276426450722
Docetaxel,Luminespib,0.252266805561181
Bortezomib,5-Fluorouracil,0.2518941262600969
Oxaliplatin,MK-1775,0.2518938477249286
Ruxolitinib,Paclitaxel,0.25142099366375015
Crizotinib,Taselisib,0.2513192027840372
Palbociclib,Sorafenib,0.2512149842656083
Olaparib,Erlotinib,0.2511399696463915
MK-1775,Dabrafenib,0.2511260676291761
Ribociclib,Taselisib,0.25083783729346754
Axitinib,Nutlin-3a (-),0.2507019156158222
Uprosertib,Bortezomib,0.25064754295525304
Tozasertib,Olaparib,0.2503806963813855
OSI-027,LGK974,0.25012374366234025
BMS-754807,Nutlin-3a (-),0.25003494829882167
Linsitinib,Navitoclax,0.2500141584176181
Oxaliplatin,AZD7762,0.24988968387913058
Navitoclax,Paclitaxel,0.24982345799467465
AZD8055,BMS-754807,0.24942420298971446
AZD8055,Docetaxel,0.24937240128197513
NU7441,AZD7762,0.24931079848496374
Cisplatin,Taselisib,0.24927546621607166
Trametinib,SB505124,0.24889712884997883
Paclitaxel,5-Fluorouracil,0.248753301544692
Paclitaxel,MK-1775,0.24859204690344583
AZD4547,MK-2206,0.24846347851526407
BI-2536,Olaparib,0.24833575834713328
Bortezomib,Linsitinib,0.2473455107137379
Palbociclib,SCH772984,0.2472172889542562
Irinotecan,Cisplatin,0.24690268257772607
Vorinostat,Crizotinib,0.24649083154183626
Afatinib,Vorinostat,0.24614783620206593
Afatinib,Gemcitabine,0.24574353320044906
Nilotinib,OSI-027,0.24560842362342883
5-Fluorouracil,Vorinostat,0.2455558871615744
Axitinib,Linsitinib,0.24506287790730608
OSI-027,Docetaxel,0.24469393029947006
SCH772984,Irinotecan,0.2446092589960419
Nilotinib,Taselisib,0.2437843810613527
5-Fluorouracil,MK-1775,0.24349640794913163
Crizotinib,Paclitaxel,0.24346911403195437
Doramapimod,Bortezomib,0.2432457491980189
5-Fluorouracil,SB505124,0.2432127079412988
LGK974,Taselisib,0.24239970948238265
Olaparib,Axitinib,0.24236000528482982
Trametinib,Afatinib,0.24234874674836293
Bortezomib,Trametinib,0.24209359378335538
Temozolomide,Nutlin-3a (-),0.24199261885036927
Entinostat,Luminespib,0.24159072177816354
LGK974,Gemcitabine,0.24156680575979317
RO-3306,Bortezomib,0.24054561560589394
Navitoclax,Camptothecin,0.23997815321185345
MK-1775,Paclitaxel,0.23943233829999622
Linsitinib,Camptothecin,0.23933742141087055
5-Fluorouracil,Dabrafenib,0.2390309249478394
Taselisib,AZD4547,0.23846371319426385
Nutlin-3a (-),Pictilisib,0.23838255344790948
Nutlin-3a (-),Dabrafenib,0.23740597633823401
ZM447439,Axitinib,0.23432702965714758
Taselisib,Crizotinib,0.23394228071934864
NU7441,5-Fluorouracil,0.2339017290233807
Vinorelbine,Camptothecin,0.23380202904677105
Sorafenib,Vorinostat,0.2336510502408824
GSK269962A,Bortezomib,0.23352642886509856
Bortezomib,Crizotinib,0.23325875143139585
Camptothecin,SCH772984,0.23313639719361312
Olaparib,Lapatinib,0.23264084064478707
AZD7762,Luminespib,0.23263141030862367
KU-55933,Navitoclax,0.23243714392878134
Olaparib,SB505124,0.23182635211784386
Lapatinib,Ruxolitinib,0.23083258327234069
ZM447439,Palbociclib,0.23034154718505984
MK-2206,SB505124,0.23025340163266472
Nilotinib,PD173074,0.2301412190377835
SB505124,LGK974,0.2298639734665887
Tozasertib,PD173074,0.2289953937381758
MK-1775,Crizotinib,0.2286113155698769
JQ1,Olaparib,0.2284927039243374
Nutlin-3a (-),Vorinostat,0.22829084539624955
Temozolomide,MK-1775,0.22775851316554352
5-Fluorouracil,Nutlin-3a (-),0.22770561222511732
MK-1775,MK-2206,0.2264992356766784
AZD6482,Bortezomib,0.22614601737865236
Afatinib,Bortezomib,0.22590339814810445
Vinorelbine,SCH772984,0.22468756104202414
Trametinib,Irinotecan,0.2246757732108745
Alpelisib,Temozolomide,0.22451094580108166
ZM447439,Olaparib,0.2244308440093088
Camptothecin,Luminespib,0.22431151232604463
Sorafenib,Dasatinib,0.2242106323440458
Vorinostat,Nutlin-3a (-),0.22389129761398097
Ruxolitinib,Erlotinib,0.2233674456610808
Entinostat,Olaparib,0.22306667115922052
OSI-027,Olaparib,0.2227306797699895
Vorinostat,MK-1775,0.22270534578718837
Taselisib,Nutlin-3a (-),0.22267251171078195
GSK269962A,Palbociclib,0.2225796616928224
OSI-027,Irinotecan,0.22242916329061124
BMS-754807,AZD4547,0.22186600887197305
Temozolomide,Vorinostat,0.2218587924309844
Lapatinib,5-Fluorouracil,0.2214734957773694
Navitoclax,Nutlin-3a (-),0.22146358537475563
MK-1775,Linsitinib,0.22136104417038094
Afatinib,SB505124,0.22134549638650802
5-Fluorouracil,Navitoclax,0.22090438797399825
Luminespib,Pictilisib,0.22060711566356994
PD173074,Vorinostat,0.21997477592639447
Sorafenib,Taselisib,0.21981444309772546
AZD7762,Navitoclax,0.21961195055888327
AZD4547,MK-1775,0.21832384488587386
BI-2536,AZD7762,0.21817003248211886
Oxaliplatin,Dasatinib,0.21799203175089432
AZD7762,Docetaxel,0.21727326808520742
Entinostat,MK-1775,0.21702180162250362
Luminespib,Olaparib,0.2167947702680708
Ribociclib,Linsitinib,0.21675493337030116
AZD8055,Afatinib,0.21603258170882234
Sorafenib,MK-2206,0.215674357373018
Nutlin-3a (-),AZD4547,0.21525162658713437
AZD6482,PD173074,0.21441400663320287
Trametinib,Olaparib,0.2134103136887513
Palbociclib,Navitoclax,0.21326374769554368
Paclitaxel,SCH772984,0.21324812487881728
AZD8055,Olaparib,0.2132055737569476
5-Fluorouracil,Dasatinib,0.21294298166762415
Alisertib,Temozolomide,0.21280040523674926
Uprosertib,Temozolomide,0.2127470061772897
PD173074,MK-1775,0.21239374176732206
Nutlin-3a (-),Luminespib,0.212390002703837
Vorinostat,MK-2206,0.21234730281929415
Ruxolitinib,Irinotecan,0.2120659599808704
Linsitinib,SB505124,0.2117008946871607
NU7441,Crizotinib,0.21137697543384237
Nilotinib,Axitinib,0.2112186125294938
BMS-754807,SCH772984,0.2106786029275196
Luminespib,Linsitinib,0.2105089842278557
BI-2536,Crizotinib,0.20979229706998803
Sorafenib,PD173074,0.20973203163570697
Crizotinib,Bortezomib,0.2090928691799927
Alpelisib,Trametinib,0.2089129804951797
OSI-027,AZD7762,0.20889345284339333
Axitinib,Docetaxel,0.2088000747967147
PF-4708671,Pictilisib,0.2083692415987749
PF-4708671,Cisplatin,0.20792369807194044
Afatinib,Docetaxel,0.20791736448680498
Entinostat,AZD7762,0.20767681778214453
RO-3306,Temozolomide,0.20761898125390466
NU7441,Gemcitabine,0.20748899420522615
Navitoclax,Ruxolitinib,0.20743667444146674
Lapatinib,Gemcitabine,0.20739153777190522
AZD8055,AZD7762,0.20730352024568777
Alisertib,AZD7762,0.20729066796254436
Sorafenib,OSI-027,0.20725911301166844
Nilotinib,Palbociclib,0.2068060373999011
Lapatinib,Nutlin-3a (-),0.2067917585343183
RO-3306,Lapatinib,0.20629401750571896
Olaparib,SCH772984,0.2062089632573617
MK-1775,AZD4547,0.2060194809736161
MK-1775,Vinorelbine,0.2059065983027536
Nilotinib,Navitoclax,0.20588886396272132
Lapatinib,Dactolisib,0.20588593385674392
Nilotinib,Bortezomib,0.20564720832364203
Olaparib,Sorafenib,0.20545745368245016
GSK269962A,Gemcitabine,0.2051656795238237
Irinotecan,MK-1775,0.2047396766959365
Crizotinib,Sorafenib,0.2043609926227754
AZD4547,Linsitinib,0.20413981491233657
Erlotinib,Lapatinib,0.20405403387062637
GSK269962A,Nutlin-3a (-),0.20391581152915594
Axitinib,Cisplatin,0.20389591080804004
Sorafenib,Luminespib,0.20383995280769385
Nilotinib,Nutlin-3a (-),0.2035268790374325
Linsitinib,Axitinib,0.20346050574681362
Paclitaxel,OSI-027,0.2030867932644711
AZD4547,Crizotinib,0.20287933710539197
Entinostat,Trametinib,0.2028294425404461
Doramapimod,Luminespib,0.20238136390225214
BMS-754807,AZD7762,0.2023618347038013
AZD6482,Olaparib,0.20178751639793646
LGK974,Dasatinib,0.20176056452975055
LGK974,AZD7762,0.20171488342679256
AZD4547,AZD7762,0.2012772496706483
Docetaxel,Bortezomib,0.20065547752428536
Oxaliplatin,Vinorelbine,0.20060169769210312
JQ1,Crizotinib,0.2005614849038858
Sorafenib,Paclitaxel,0.1996656630467527
Dactolisib,Olaparib,0.19961408271867442
Linsitinib,Gemcitabine,0.1995022747773635
Palbociclib,Paclitaxel,0.1993890931333938
Trametinib,Sorafenib,0.19906809414010407
Dabrafenib,Linsitinib,0.1990567079645199
Taselisib,LGK974,0.1989961269831848
Ribociclib,Palbociclib,0.19846183819537322
Axitinib,5-Fluorouracil,0.1983866788814148
Linsitinib,Ruxolitinib,0.19800619231778305
Dabrafenib,Nutlin-3a (-),0.19759115039343378
Crizotinib,Oxaliplatin,0.19723806908797858
Cisplatin,MK-1775,0.197065530659569
MK-1775,5-Fluorouracil,0.1967301621006986
Entinostat,Crizotinib,0.19649307629630475
Tozasertib,MK-2206,0.19554955136307106
BI-2536,OSI-027,0.19482718200108884
MK-2206,Axitinib,0.19470225015767495
Paclitaxel,Vorinostat,0.19415614358149136
Doramapimod,Navitoclax,0.19398413591268648
AZD8055,SB505124,0.19346698507567994
Irinotecan,AZD7762,0.1933863889324301
Taselisib,AZD7762,0.19317405566469936
Olaparib,Dactolisib,0.1928553514613316
PF-4708671,Navitoclax,0.19283184739263426
Cisplatin,Linsitinib,0.1924949938090833
Doramapimod,MK-1775,0.19199210871022188
Venetoclax,MK-1775,0.19131017746009282
ZM447439,Trametinib,0.1910942369243087
JQ1,PD173074,0.19095276764428792
RO-3306,Vorinostat,0.19046338722939793
Dabrafenib,Temozolomide,0.19009420880197947
BMS-754807,5-Fluorouracil,0.18971233264804255
Erlotinib,5-Fluorouracil,0.18899676556833667
Cisplatin,Gemcitabine,0.18887184571273896
Bortezomib,Vorinostat,0.1882630798269781
Oxaliplatin,Navitoclax,0.1873782037111873
OSI-027,Dactolisib,0.18731714632676755
KU-55933,Nutlin-3a (-),0.1865999368598824
LGK974,Lapatinib,0.18638739769293722
Tozasertib,Lapatinib,0.18636467310169058
Gemcitabine,Olaparib,0.18582232068205495
JQ1,Temozolomide,0.18582145461485033
BMS-754807,LGK974,0.18526203738165914
Palbociclib,Bortezomib,0.18510497402097825
Crizotinib,Gemcitabine,0.18477303175143822
Irinotecan,OSI-027,0.1833817474227427
Alisertib,Lapatinib,0.18329954470748389
Dabrafenib,Olaparib,0.1831210576941621
Erlotinib,Cisplatin,0.183103787081768
Dabrafenib,Crizotinib,0.18301663022831505
Paclitaxel,Olaparib,0.18276552997134232
JQ1,Palbociclib,0.18211688725709785
Taselisib,Temozolomide,0.1817730427771015
Gemcitabine,Dasatinib,0.1817438379066707
PF-4708671,Taselisib,0.18160248473345186
Doramapimod,Vorinostat,0.18013360650841825
Docetaxel,Trametinib,0.17970621339709703
MK-1775,Nutlin-3a (-),0.17931534559793227
MK-1775,Vorinostat,0.17930186881848031
Paclitaxel,Nutlin-3a (-),0.1789387563068341
Olaparib,PD173074,0.1789152095307921
JQ1,Luminespib,0.1785125429627863
Ruxolitinib,Dasatinib,0.17802137884855762
Afatinib,Nutlin-3a (-),0.17758625649724646
Pictilisib,Luminespib,0.177129442548409
Bortezomib,Navitoclax,0.17674213798085103
Sorafenib,Bortezomib,0.1758712483551489
Olaparib,Afatinib,0.17559784375628051
Paclitaxel,PD173074,0.17533357355878842
Afatinib,Lapatinib,0.17399223958261678
Sorafenib,Ruxolitinib,0.17389657373864942
GSK269962A,Axitinib,0.17388155056031263
Pictilisib,Cisplatin,0.17339412051570957
Afatinib,Camptothecin,0.17318944084359855
Taselisib,Irinotecan,0.17314485824900683
Bortezomib,Gemcitabine,0.17215703334459243
JQ1,Pictilisib,0.17137932410605583
Taselisib,Vinorelbine,0.17129201699687502
Tozasertib,Docetaxel,0.1704933231029333
Luminespib,Bortezomib,0.1702092467620041
Doramapimod,OSI-027,0.17005465041150514
Wee1 Inhibitor,MK-1775,0.16999737585198427
OSI-027,Nutlin-3a (-),0.16943481282184758
Uprosertib,AZD7762,0.1686870967082802
Venetoclax,Linsitinib,0.16860715798617265
Luminespib,AZD7762,0.16803399956347087
Temozolomide,Docetaxel,0.16747257885163525
Olaparib,Camptothecin,0.16725850372763018
NU7441,Palbociclib,0.16689698100337957
Uprosertib,Gemcitabine,0.1663048288953779
Axitinib,PD173074,0.1657978024638822
Lapatinib,Cisplatin,0.16551398685226715
Olaparib,Ruxolitinib,0.16541393160999762
AZD6482,Vorinostat,0.16513440670085278
Nilotinib,AZD7762,0.1649819685272942
Luminespib,Vorinostat,0.16478280499337072
OSI-027,5-Fluorouracil,0.16450669898908332
Trametinib,Dabrafenib,0.1639210297905822
OSI-027,Axitinib,0.16378307527263714
Dactolisib,MK-1775,0.163711022482948
OSI-027,Sorafenib,0.1634718829675229
Sorafenib,Nutlin-3a (-),0.1634427965629801
PF-4708671,Linsitinib,0.16310969990740798
Trametinib,Axitinib,0.16246372923206465
Wee1 Inhibitor,5-Fluorouracil,0.16220646263777294
Gemcitabine,Irinotecan,0.16187618589714847
Dactolisib,Ruxolitinib,0.16164861835432098
Palbociclib,AZD4547,0.1611388388527536
Venetoclax,PD173074,0.1607616457513722
Luminespib,Palbociclib,0.1601016047816306
Lapatinib,Olaparib,0.15987899524807891
Entinostat,Docetaxel,0.1595339654444503
SB505124,Navitoclax,0.15916961709438426
Ruxolitinib,LGK974,0.15899031730520297
Palbociclib,LGK974,0.15883058848650033
Alisertib,Bortezomib,0.158791425204315
Navitoclax,Luminespib,0.15855376220572337
5-Fluorouracil,Trametinib,0.15840326693632167
Afatinib,PD173074,0.15804954512847014
Oxaliplatin,Camptothecin,0.1572788304383823
OSI-027,Bortezomib,0.1572629774224935
Dasatinib,Navitoclax,0.15702666250309316
Bortezomib,PD173074,0.15655903825409145
OSI-027,Lapatinib,0.15632651535893582
Camptothecin,Afatinib,0.15618757905544123
Taselisib,Docetaxel,0.1553214422613456
Luminespib,Axitinib,0.15513805129382496
Dactolisib,Cisplatin,0.1540229260948034
Sorafenib,Navitoclax,0.1539571447771414
Ruxolitinib,Linsitinib,0.15363445362416495
Palbociclib,Ruxolitinib,0.15347661297309023
Alisertib,Luminespib,0.15308044309407498
LGK974,Linsitinib,0.1524787321962442
Dactolisib,Paclitaxel,0.15241233487671157
BMS-754807,SB505124,0.15221508233504488
LGK974,Cisplatin,0.15209602819724433
Irinotecan,Gemcitabine,0.15159893730608842
Nutlin-3a (-),Linsitinib,0.1514931697859182
Sorafenib,Lapatinib,0.15139603240080401
5-Fluorouracil,Luminespib,0.15045185570349595
SCH772984,SB505124,0.15036321919969797
Ruxolitinib,Palbociclib,0.14991437599397406
Gemcitabine,Cisplatin,0.14961375153138268
Gemcitabine,Bortezomib,0.14895244459805868
AZD8055,Crizotinib,0.14772947120195679
Navitoclax,Axitinib,0.1470343421264768
Taselisib,Gemcitabine,0.14638550526791727
Cisplatin,Olaparib,0.1457083158408563
5-Fluorouracil,Paclitaxel,0.1447516225760359
RO-3306,Luminespib,0.14466265887763252
RO-3306,Docetaxel,0.14417355581977254
Crizotinib,AZD7762,0.14402698357432264
5-Fluorouracil,Temozolomide,0.14398588741036844
Afatinib,Temozolomide,0.14310230904742893
Luminespib,Nutlin-3a (-),0.14229487117670936
Navitoclax,PD173074,0.14200773826226565
AZD7762,Erlotinib,0.14188204211007183
AZD7762,Sorafenib,0.14122955089030997
Trametinib,Luminespib,0.1411428702321541
AZD6482,Docetaxel,0.14103375596744605
Doramapimod,Palbociclib,0.1400978161555806
Nilotinib,Trametinib,0.13935150507004035
Sorafenib,Erlotinib,0.13849371913104558
Vorinostat,AZD7762,0.13733322883204424
Venetoclax,Bortezomib,0.13731837661583213
Entinostat,Vorinostat,0.13655920326263105
Tozasertib,AZD7762,0.13588638172078993
AZD8055,AZD4547,0.13570090415983027
Sorafenib,Irinotecan,0.1354549769573018
Nutlin-3a (-),LGK974,0.13450974745013478
Taselisib,Cisplatin,0.13409289152182813
Ruxolitinib,Navitoclax,0.1336273864639188
Wee1 Inhibitor,Gemcitabine,0.1335716727692252
LGK974,OSI-027,0.13279741410788104
Gemcitabine,Docetaxel,0.1322681113366605
Luminespib,Trametinib,0.13174883962563222
MK-1775,Oxaliplatin,0.13170122078499846
Bortezomib,Palbociclib,0.1314814064441383
AZD4547,SB505124,0.13118519260396955
Gemcitabine,Temozolomide,0.13091997668583988
MK-1775,Ruxolitinib,0.13085205352977147
AZD7762,Bortezomib,0.1304969237909409
Camptothecin,Temozolomide,0.13048963374203837
Afatinib,Dabrafenib,0.130094307775261
Lapatinib,LGK974,0.12973980972251264
Navitoclax,AZD7762,0.1296353679020219
Crizotinib,Cisplatin,0.12908238747299394
BMS-754807,Palbociclib,0.128319332535748
Pictilisib,Gemcitabine,0.1280180435134438
MK-2206,Sorafenib,0.1278165341126407
Olaparib,Irinotecan,0.12762942687612777
Bortezomib,Temozolomide,0.12709123372870468
Sorafenib,Axitinib,0.12650766284519066
Bortezomib,Luminespib,0.12607984701574249
Wee1 Inhibitor,Docetaxel,0.12598553039495952
Nilotinib,Pictilisib,0.12477608412638819
AZD6482,Lapatinib,0.12476744411087082
RO-3306,Cisplatin,0.12419482825924821
Alpelisib,Bortezomib,0.12325328816162795
KU-55933,PD173074,0.12300299362912837
Uprosertib,Luminespib,0.12278604344789679
5-Fluorouracil,AZD7762,0.12241783770903014
Taselisib,Olaparib,0.12217618990388379
AZD7762,5-Fluorouracil,0.12217146948929414
Dactolisib,Navitoclax,0.12215108677531483
Ruxolitinib,Sorafenib,0.12161540046538466
Crizotinib,PD173074,0.12109529858181145
MK-1775,Sorafenib,0.12108809545086685
Camptothecin,Olaparib,0.12039796935757108
Ruxolitinib,OSI-027,0.12001597457792901
Ruxolitinib,Taselisib,0.1199856604719658
Oxaliplatin,Nutlin-3a (-),0.11992284268622644
Paclitaxel,Ruxolitinib,0.11983533873951946
Wee1 Inhibitor,AZD7762,0.11939619276418723
Navitoclax,Vinorelbine,0.11866119899352401
AZD7762,Vinorelbine,0.1186036402014925
LGK974,Camptothecin,0.11853464657537793
Cisplatin,Dactolisib,0.11839328346026246
BMS-754807,Linsitinib,0.11654725152999734
AZD4547,LGK974,0.1164027373259301
MK-1775,PD173074,0.11637181974585942
Vorinostat,Trametinib,0.11558625803148836
Oxaliplatin,AZD4547,0.11363667793591803
Axitinib,Bortezomib,0.11360469303533438
Navitoclax,Dasatinib,0.11344747456938675
Uprosertib,Docetaxel,0.11331159638924237
Luminespib,OSI-027,0.11244721736395191
BI-2536,Docetaxel,0.11218797300786376
ZM447439,Docetaxel,0.1114361325658727
AZD8055,Luminespib,0.11055934113932564
Alisertib,Docetaxel,0.10965610316848895
Ruxolitinib,MK-1775,0.109297939982264
SCH772984,Bortezomib,0.10921509942296603
Bortezomib,AZD7762,0.1089754961127466
Entinostat,Lapatinib,0.10828387670697748
MK-1775,SB505124,0.1079180227129174
Dabrafenib,PD173074,0.10770789684440596
Palbociclib,Erlotinib,0.10597657128540938
Taselisib,Linsitinib,0.10582813516008327
AZD4547,Navitoclax,0.10578206841869364
Venetoclax,Luminespib,0.10438861346007267
Luminespib,Navitoclax,0.1040607315316393
AZD6482,Luminespib,0.10349318818293862
GSK269962A,Trametinib,0.10180706728679634
AZD7762,Paclitaxel,0.10169800560252729
Trametinib,Paclitaxel,0.10123234676136805
AZD8055,Camptothecin,0.10091725519120232
Ruxolitinib,Cisplatin,0.10063601831243796
Nutlin-3a (-),BMS-754807,0.10056840401921163
Lapatinib,Dasatinib,0.09971744908661384
Trametinib,Camptothecin,0.09965453599638463
Luminespib,Docetaxel,0.09891701532673436
Paclitaxel,AZD7762,0.09867172988133688
MK-1775,Docetaxel,0.09797659500306732
JQ1,5-Fluorouracil,0.0975192949389383
Docetaxel,Temozolomide,0.0972658053411607
OSI-027,PD173074,0.09686268892453109
MK-1775,Bortezomib,0.09578430579334918
JQ1,Gemcitabine,0.09548428773320117
Afatinib,Oxaliplatin,0.09496897918246072
Nutlin-3a (-),Temozolomide,0.09441970207028405
MK-1775,Lapatinib,0.0939516288081913
Dabrafenib,Navitoclax,0.09296984847273282
Dabrafenib,Afatinib,0.09253827841443518
Axitinib,Olaparib,0.0921085893505248
Vorinostat,Bortezomib,0.09095917817611521
Oxaliplatin,SB505124,0.09075367458416217
OSI-027,Paclitaxel,0.08958232139619926
Alpelisib,Docetaxel,0.08837239994751356
Wee1 Inhibitor,Luminespib,0.08765627904566164
Crizotinib,SB505124,0.08738286078226154
Nilotinib,Crizotinib,0.08737413418522899
MK-1775,Luminespib,0.08669906774170011
BMS-754807,Crizotinib,0.0860311603042272
LGK974,Irinotecan,0.08527070605135012
AZD8055,Vinorelbine,0.08487298232050156
GSK269962A,Olaparib,0.08429640972214691
Navitoclax,Temozolomide,0.08396778245009984
KU-55933,5-Fluorouracil,0.08358473586854431
GSK269962A,AZD7762,0.08297478255475654
Alisertib,Trametinib,0.08159446881377697
Trametinib,Vorinostat,0.08153368674908712
Lapatinib,Oxaliplatin,0.08080144622595908
AZD7762,SB505124,0.08076330496118378
Alisertib,PD173074,0.08054289481496235
Uprosertib,Cisplatin,0.07976351127760661
MK-2206,Ruxolitinib,0.07947476693546451
ZM447439,Bortezomib,0.07888333861024088
Vorinostat,Docetaxel,0.07791302512612153
PD173074,Luminespib,0.07762791864393948
Crizotinib,BMS-754807,0.07688814330595029
JQ1,AZD7762,0.07683136970482163
Palbociclib,Irinotecan,0.07653436015087434
Nutlin-3a (-),SCH772984,0.07420239756196834
MK-1775,Axitinib,0.07306781441209309
Vorinostat,Luminespib,0.07288048337598685
MK-2206,Docetaxel,0.07246620550786242
Sorafenib,LGK974,0.07227261453538714
Bortezomib,Axitinib,0.07179383479060086
Nilotinib,Lapatinib,0.07040533096862178
Luminespib,Taselisib,0.06913914241269092
Docetaxel,Olaparib,0.06762311089989848
AZD8055,Dabrafenib,0.06676018121754412
Nilotinib,Luminespib,0.06594029016400638
ZM447439,Temozolomide,0.06359702044195159
MK-2206,Temozolomide,0.06299752027322247
Lapatinib,Temozolomide,0.06130651240556362
Axitinib,Temozolomide,0.060155255035611366
BMS-754807,Vinorelbine,0.058682360761570185
Crizotinib,Vinorelbine,0.05811162928003388
Entinostat,5-Fluorouracil,0.058053604009016824
Taselisib,SB505124,0.057431882712136395
Dabrafenib,SB505124,0.05678620950033053
Paclitaxel,Luminespib,0.056146766943404036
OSI-027,Temozolomide,0.05333820537283862
Pictilisib,Temozolomide,0.0530289364852472
BI-2536,Temozolomide,0.0513204791239944
Docetaxel,AZD7762,0.05071674187795039
Afatinib,Palbociclib,0.04716398297322244
RO-3306,AZD7762,0.04624600088697839
LGK974,Sorafenib,0.04588842703762164
KU-55933,Luminespib,0.04452141426249201
MK-1775,Camptothecin,0.042830676919902944
Ruxolitinib,Oxaliplatin,0.039111174274725324
Luminespib,Crizotinib,0.03850279528369971
Nilotinib,5-Fluorouracil,0.03785981686418305
Ruxolitinib,AZD7762,0.0367224620104889
Taselisib,Sorafenib,0.03390944529781914
MK-1775,Erlotinib,0.02981427686863125
SB505124,Olaparib,0.028071668343869538
Temozolomide,Gemcitabine,0.026234956908727125
Pictilisib,Docetaxel,0.025227414169627482
SB505124,Camptothecin,0.0250947663273291
Luminespib,5-Fluorouracil,0.02100462274082726
Ruxolitinib,Olaparib,0.020313183069410212
Vinorelbine,SB505124,0.020207366779049996
Paclitaxel,Docetaxel,0.0201734917097387
Oxaliplatin,Gemcitabine,0.019776179347149703
Oxaliplatin,Paclitaxel,0.019206895258301993
LGK974,Navitoclax,0.01786427536103541
AZD7762,LGK974,0.017464191542131302
Dactolisib,AZD7762,0.016871968553010097
GSK269962A,Luminespib,0.015828197913606235
Lapatinib,Erlotinib,0.015710650237316548
Navitoclax,Dactolisib,0.014400394721623133
Dasatinib,Ruxolitinib,0.010681571516608424
Sorafenib,Temozolomide,0.006836867760728116
MK-1775,Irinotecan,0.006096410968497001
Luminespib,PD173074,0.005723013023416268
Navitoclax,Erlotinib,0.0030602275757418695
Navitoclax,SB505124,0.0006381525638164964
